GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A4D0Y8	LEP	involved_in	GO:0060587	regulation of lipoprotein lipid oxidation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0070093	negative regulation of glucagon secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0071298	cellular response to L-ascorbic acid	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0038108	negative regulation of appetite by leptin-mediated signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0042593	glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0002021	response to dietary excess	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P50596|ensembl:ENSRNOP00000066184	9606	Ensembl		P
UniProtKB	A4D0Y8	LEP	involved_in	GO:0002021	response to dietary excess	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P41160|ensembl:ENSMUSP00000067046	9606	Ensembl		P
UniProtKB	A4D158	NPY	involved_in	GO:0032100	positive regulation of appetite	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07808|ensembl:ENSRNOP00000066713	9606	Ensembl		P
UniProtKB	A4D158	NPY	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07808|ensembl:ENSRNOP00000066713	9606	Ensembl		P
UniProtKB	A4D158	NPY	involved_in	GO:0002865	negative regulation of acute inflammatory response to antigenic stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P07808|ensembl:ENSRNOP00000066713	9606	Ensembl		P
UniProtKB	A4D1B1	CD36	involved_in	GO:1903428	positive regulation of reactive oxygen species biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08857|ensembl:ENSMUSP00000133008	9606	Ensembl		P
UniProtKB	A4D1B1	CD36	involved_in	GO:2000379	positive regulation of reactive oxygen species metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08857|ensembl:ENSMUSP00000133008	9606	Ensembl		P
UniProtKB	A4D1B1	CD36	involved_in	GO:0010886	positive regulation of cholesterol storage	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08857|ensembl:ENSMUSP00000133008	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0046320	regulation of fatty acid oxidation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0008286	insulin receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0010510	regulation of acetyl-CoA biosynthetic process from pyruvate	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0042304	regulation of fatty acid biosynthetic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0042593	glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1H4	PDK4	involved_in	GO:0042594	response to starvation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70571|ensembl:ENSMUSP00000019721	9606	Ensembl		P
UniProtKB	A4D1L5	UBE2H	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P62257|ensembl:ENSMUSP00000100058	9606	Ensembl		P
UniProtKB	A4D1P6	WDR91	NOT|involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000315	IMP	PMID:28404643		9606	UniProt		P
UniProtKB	A4D1Q0	CHRM2	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000995|InterPro:IPR001065	9606	InterPro		F
UniProtKB	A4D1Q0	CHRM2	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ERZ4|ensembl:ENSMUSP00000130874	9606	Ensembl		F
UniProtKB	A4D1Q0	CHRM2	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10980|ensembl:ENSRNOP00000082007	9606	Ensembl		F
UniProtKB	A4D1Q0	CHRM2	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000065678	9606	UniProt		F
UniProtKB	A4D1S5	RAB19	involved_in	GO:0000045	autophagosome assembly	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000636233|SGD:S000001856|UniProtKB:P62820	9606	GO_Central		P
UniProtKB	A4D1W7	INHBA	involved_in	GO:0010259	multicellular organism aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18331|ensembl:ENSRNOP00000019272	9606	Ensembl		P
UniProtKB	A4D2N6	USP42	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A4D2N7	USP42	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A4LAA3	ATRX	involved_in	GO:0030330	DNA damage response, signal transduction by p53 class mediator	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61687|ensembl:ENSMUSP00000109203	9606	Ensembl		P
UniProtKB	A4QPB2	LRP5L	involved_in	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1278315|PANTHER:PTN000056265	9606	GO_Central		P
UniProtKB	A4UCS7	A4UCS7	involved_in	GO:1904263	positive regulation of TORC1 signaling	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037596	9606	InterPro		P
UniProtKB	A4UCT4	A4UCT4	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A5D6W6	FITM1	involved_in	GO:0010890	positive regulation of sequestering of triglyceride	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91V79|ensembl:ENSMUSP00000022826	9606	Ensembl		P
UniProtKB	A5D6W6	FITM1	involved_in	GO:0010890	positive regulation of sequestering of triglyceride	ECO:0000250	ISS	PMID:18160536	UniProtKB:Q91V79	9606	BHF-UCL		P
UniProtKB	A5D8V6	VPS37C	involved_in	GO:0016236	macroautophagy	ECO:0000304	TAS	PMID:20588296		9606	ParkinsonsUK-UCL		P
UniProtKB	A5D8V6	VPS37C	involved_in	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000342502|UniProtKB:Q8NEZ2	9606	GO_Central		P
UniProtKB	A5D8V6	VPS37C	involved_in	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	ECO:0005547	IC	PMID:32424346		9606	ComplexPortal		P
UniProtKB	A5JSJ9	CLDN1	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56745|ensembl:ENSRNOP00000002640	9606	Ensembl		P
UniProtKB	A5LHX3	PSMB11	involved_in	GO:0010498	proteasomal protein catabolic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0002284|FB:FBgn0016697|FB:FBgn0023174|FB:FBgn0023175|FB:FBgn0026380|FB:FBgn0029134|FB:FBgn0032596|FB:FBgn0086134|FB:FBgn0263121|MGI:MGI:1194513|MGI:MGI:1920927|PANTHER:PTN000174701|SGD:S000000137|SGD:S000000814|SGD:S000000896|SGD:S000001946|SGD:S000002979|SGD:S000003367|SGD:S000003485|SGD:S000003538|SGD:S000004557|SGD:S000004931|SGD:S000005398|SGD:S000005683|SGD:S000005889|SGD:S000006307|UniProtKB:Q58634|UniProtKB:Q5B698|UniProtKB:Q60177|dictyBase:DDB_G0267390|dictyBase:DDB_G0267408|dictyBase:DDB_G0268538|dictyBase:DDB_G0269472|dictyBase:DDB_G0269772|dictyBase:DDB_G0272831|dictyBase:DDB_G0272969|dictyBase:DDB_G0273163|dictyBase:DDB_G0278847|dictyBase:DDB_G0280969|dictyBase:DDB_G0282363|dictyBase:DDB_G0283679|dictyBase:DDB_G0292122|dictyBase:DDB_G0293784	9606	GO_Central		P
UniProtKB	A5LHX3	PSMB11	involved_in	GO:0051603	proteolysis involved in protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000243|InterPro:IPR001353|InterPro:IPR016050	9606	InterPro		P
UniProtKB	A5PL36	USP19	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A5PLQ8	C6orf174	involved_in	GO:0010506	regulation of autophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027881	9606	InterPro		P
UniProtKB	A5YM40	TGFB3	involved_in	GO:0007568	aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q07258|ensembl:ENSRNOP00000013516	9606	Ensembl		P
UniProtKB	A5YM46	ERN2	involved_in	GO:0030968	endoplasmic reticulum unfolded protein response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045133	9606	InterPro		P
UniProtKB	A5YM60	ATG16L1	involved_in	GO:0000045	autophagosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045160	9606	InterPro		P
UniProtKB	A5YM65	ERN2	involved_in	GO:0030968	endoplasmic reticulum unfolded protein response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045133	9606	InterPro		P
UniProtKB	A6H8Y5	NBN	involved_in	GO:0000723	telomere maintenance	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016592	9606	InterPro		P
UniProtKB	A6NCE7	MAP1LC3B2	involved_in	GO:0097352	autophagosome maturation	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000861056|UniProtKB:Q9BXW4|UniProtKB:Q9GZQ8|UniProtKB:Q9H492	9606	GO_Central		P
UniProtKB	A6NCE7	MAP1LC3B2	involved_in	GO:0016236	macroautophagy	ECO:0000318	IBA	PMID:21873635	FB:FBgn0038539|FB:FBgn0052672|PANTHER:PTN000103523|PomBase:SPBP8B7.24c|RGD:735183|SGD:S000000174|UniProtKB:Q9BXW4|UniProtKB:Q9GZQ8|UniProtKB:Q9H492|WB:WBGene00002980|dictyBase:DDB_G0286191|dictyBase:DDB_G0290491	9606	GO_Central		P
UniProtKB	A6NCE7	MAP1LC3B2	involved_in	GO:0006995	cellular response to nitrogen starvation	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000103522|dictyBase:DDB_G0286191	9606	GO_Central		P
UniProtKB	A6NCE7	MAP1LC3B2	involved_in	GO:0000045	autophagosome assembly	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000103525|RGD:735183|UniProtKB:Q9H492	9606	GO_Central		P
UniProtKB	A6NCL2	LRCOL1	involved_in	GO:0032094	response to food	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000004990|RGD:2363	9606	GO_Central		P
UniProtKB	A6NCW0	USP17L3	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A6NDU8	RIMOC1	involved_in	GO:0000423	mitophagy	ECO:0000315	IMP	PMID:34432599		9606	UniProt		P
UniProtKB	A6NDU8	RIMOC1	involved_in	GO:0000423	mitophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037657	9606	InterPro		P
UniProtKB	A6NF83	NUPR2	involved_in	GO:0009267	cellular response to starvation	ECO:0000314	IDA	PMID:25899918		9606	UniProt		P
UniProtKB	A6NFD8	HELT	involved_in	GO:0010259	multicellular organism aging	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TS99|ensembl:ENSMUSP00000054823	9606	Ensembl		P
UniProtKB	A6NFV8	DTNBP1	involved_in	GO:0001956	positive regulation of neurotransmitter secretion	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q91WZ8	9606	UniProt		P
UniProtKB	A6NGA6	NOX1	involved_in	GO:0042554	superoxide anion generation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029650	9606	InterPro		P
UniProtKB	A6NGA6	NOX1	involved_in	GO:0072593	reactive oxygen species metabolic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00028586	9606	UniProt		P
UniProtKB	A6NGQ2	OOEP	involved_in	GO:2000781	positive regulation of double-strand break repair	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9CWE6	9606	UniProt		P
UniProtKB	A6NGQ2	OOEP	involved_in	GO:1905168	positive regulation of double-strand break repair via homologous recombination	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9CWE6	9606	UniProt		P
UniProtKB	A6NHQ4	EPOP	involved_in	GO:0048863	stem cell differentiation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q7TNS8	9606	UniProt		P
UniProtKB	A6NHQ4	EPOP	involved_in	GO:0048863	stem cell differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q7TNS8|ensembl:ENSMUSP00000051211	9606	Ensembl		P
UniProtKB	A6NHR9	SMCHD1	involved_in	GO:0045739	positive regulation of DNA repair	ECO:0000315	IMP	PMID:24790221		9606	UniProt		P
UniProtKB	A6NHR9	SMCHD1	involved_in	GO:2001034	positive regulation of double-strand break repair via nonhomologous end joining	ECO:0000315	IMP	PMID:25294876		9606	UniProt		P
UniProtKB	A6NHX0	CASTOR2	involved_in	GO:1904262	negative regulation of TORC1 signaling	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000769620|UniProtKB:A6NHX0|UniProtKB:Q8WTX7	9606	GO_Central		P
UniProtKB	A6NHX0	CASTOR2	involved_in	GO:1904262	negative regulation of TORC1 signaling	ECO:0000315	IMP	PMID:26972053		9606	UniProt		P
UniProtKB	A6NI72	NCF1B	involved_in	GO:0042554	superoxide anion generation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:97283|PANTHER:PTN001038806|UniProtKB:P14598|UniProtKB:Q15080	9606	GO_Central		P
UniProtKB	A6NIV2	TOMM7	involved_in	GO:0030150	protein import into mitochondrial matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012621	9606	InterPro		P
UniProtKB	A6NIZ1	A6NIZ1	involved_in	GO:2000301	negative regulation of synaptic vesicle exocytosis	ECO:0000318	IBA	PMID:21873635	MGI:MGI:894315|MGI:MGI:97852|PANTHER:PTN001177737	9606	GO_Central		P
UniProtKB	A6NJA2	USP14	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR044635	9606	InterPro		P
UniProtKB	A6NJA2	USP14	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A6NJZ7	RIMBP3C	NOT|involved_in	GO:0007274	neuromuscular synaptic transmission	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001022781|PANTHER:PTN002306629	9606	GO_Central		P
UniProtKB	A6NK06	ACOD1	involved_in	GO:0050728	negative regulation of inflammatory response	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P54987	9606	UniProt		P
UniProtKB	A6NK06	ACOD1	involved_in	GO:2000379	positive regulation of reactive oxygen species metabolic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P54987	9606	UniProt		P
UniProtKB	A6NLJ7	UCHL1	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001578|InterPro:IPR036959	9606	InterPro		P
UniProtKB	A6NLJ7	UCHL1	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000102078	9606	UniProt		P
UniProtKB	A6NNM3	RIMBP3B	NOT|involved_in	GO:0007274	neuromuscular synaptic transmission	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001022781|PANTHER:PTN002306629	9606	GO_Central		P
UniProtKB	A6NNY8	USP27X	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018200	9606	InterPro		P
UniProtKB	A6QRH7	FAM3A	involved_in	GO:0046890	regulation of lipid biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039221	9606	InterPro		P
UniProtKB	A6XAA7	GREM1	involved_in	GO:0060379	cardiac muscle cell myoblast differentiation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O70326|ensembl:ENSMUSP00000097170	9606	Ensembl		P
UniProtKB	A6XGL0	YJEFN3	involved_in	GO:0071425	hematopoietic stem cell proliferation	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q1LVI2	9606	UniProt		P
UniProtKB	A6YR18	A6YR18	involved_in	GO:0042593	glucose homeostasis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039154	9606	InterPro		P
UniProtKB	A7E2V4	ZSWIM8	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000314	IDA	PMID:33184234		9606	UniProt		P
UniProtKB	A7LFL1	GCK	involved_in	GO:0032024	positive regulation of insulin secretion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039073	9606	InterPro		P
UniProtKB	A7LFL1	GCK	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001312	9606	InterPro		P
UniProtKB	A7LNF3	NUCB2	involved_in	GO:0032099	negative regulation of appetite	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028813	9606	InterPro		P
UniProtKB	A7LNF4	NUCB2	involved_in	GO:0032099	negative regulation of appetite	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028813	9606	InterPro		P
UniProtKB	A7LNF5	NUCB2	involved_in	GO:0032099	negative regulation of appetite	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028813	9606	InterPro		P
UniProtKB	A7UKY0	mdm2	involved_in	GO:0006511	ubiquitin-dependent protein catabolic process	ECO:0000315	IMP	PMID:15195100		9606	UniProt		P
UniProtKB	A8ASI8	BID	involved_in	GO:0090200	positive regulation of release of cytochrome c from mitochondria	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70444|ensembl:ENSMUSP00000004560	9606	Ensembl		P
UniProtKB	A8K0S6	A8K0S6	involved_in	GO:0000045	autophagosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040182	9606	InterPro		P
UniProtKB	A8K0Z3	WASHC1	involved_in	GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8VDD8	9606	ParkinsonsUK-UCL		P
UniProtKB	A8K0Z3	WASHC1	involved_in	GO:0010507	negative regulation of autophagy	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8VDD8	9606	ParkinsonsUK-UCL		P
UniProtKB	A8K1D3	A8K1D3	involved_in	GO:0000723	telomere maintenance	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016592	9606	InterPro		P
UniProtKB	A8K1J3	A8K1J3	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015360|InterPro:IPR036353	9606	InterPro		P
UniProtKB	A8K1J3	A8K1J3	involved_in	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350751	9606	UniProt		P
UniProtKB	A8K1K8	C18orf55	involved_in	GO:0030150	protein import into mitochondrial matrix	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013261	9606	InterPro		P
UniProtKB	A8K1K8	C18orf55	involved_in	GO:0030150	protein import into mitochondrial matrix	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001478778	9606	UniProt		P
UniProtKB	A8K1U0	A8K1U0	involved_in	GO:0016236	macroautophagy	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033513	9606	InterPro		P
UniProtKB	A8K292	A8K292	involved_in	GO:1904262	negative regulation of TORC1 signaling	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026776	9606	UniProt		P
UniProtKB	A8K2M5	A8K2M5	involved_in	GO:0009749	response to glucose	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P11151	9606	AgBase		P
UniProtKB	A8K2M5	A8K2M5	involved_in	GO:0019433	triglyceride catabolic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000141825	9606	UniProt		P
UniProtKB	A8K2U2	A8K2U2	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001312	9606	InterPro		P
UniProtKB	A8K2V7	A8K2V7	involved_in	GO:0050665	hydrogen peroxide biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029595	9606	InterPro		P
UniProtKB	A8K2V7	A8K2V7	involved_in	GO:0042446	hormone biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0893	9606	UniProt		P
UniProtKB	A8K2V7	A8K2V7	involved_in	GO:0006590	thyroid hormone generation	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00194	9606	UniProt		P
UniProtKB	A8K2V7	A8K2V7	involved_in	GO:0072593	reactive oxygen species metabolic process	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00028586	9606	UniProt		P
UniProtKB	A8K383	A8K383	involved_in	GO:0030968	endoplasmic reticulum unfolded protein response	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029801	9606	InterPro		P
UniProtKB	A8K3D6	A8K3D6	involved_in	GO:1904262	negative regulation of TORC1 signaling	ECO:0007669	IEA	GO_REF:0000117	ARBA:ARBA00026776	9606	UniProt		P
UniProtKB	A8K3H3	NR1B3	involved_in	GO:2000647	negative regulation of stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18911|ensembl:ENSMUSP00000048838	9606	Ensembl		P
UniProtKB	A8K3H3	NR1B3	involved_in	GO:0072089	stem cell proliferation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18911|ensembl:ENSMUSP00000048838	9606	Ensembl		P
UniProtKB	A8K3I2	A8K3I2	involved_in	GO:0000723	telomere maintenance	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004584	9606	InterPro		P
UniProtKB	A8K3M3	PTPN1	involved_in	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35821|ensembl:ENSMUSP00000029053	9606	Ensembl		P
UniProtKB	A8K3M3	PTPN1	involved_in	GO:0008286	insulin receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35821|ensembl:ENSMUSP00000029053	9606	Ensembl		P
UniProtKB	A8K3M3	PTPN1	involved_in	GO:0036498	IRE1-mediated unfolded protein response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P35821|ensembl:ENSMUSP00000029053	9606	Ensembl		P
UniProtKB	A8K415	DIO1	involved_in	GO:0042446	hormone biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0893	9606	UniProt		P
UniProtKB	A8K4Q9	A8K4Q9	involved_in	GO:0001678	cellular glucose homeostasis	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001312	9606	InterPro		P
UniProtKB	A8K571	BMP7	involved_in	GO:0033280	response to vitamin D	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:G3V6W8|ensembl:ENSRNOP00000070891	9606	Ensembl		P
UniProtKB	A8K571	BMP7	involved_in	GO:0072040	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P23359|ensembl:ENSMUSP00000009143	9606	Ensembl		P
UniProtKB	A8K5W4	A8K5W4	involved_in	GO:0046883	regulation of hormone secretion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000610	9606	InterPro		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0045923	positive regulation of fatty acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0046326	positive regulation of glucose import	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0046888	negative regulation of hormone secretion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K3R4|ensembl:ENSRNOP00000002492	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0050728	negative regulation of inflammatory response	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0031667	response to nutrient levels	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K3R4|ensembl:ENSRNOP00000002492	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0032869	cellular response to insulin stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K3R4|ensembl:ENSRNOP00000002492	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0032869	cellular response to insulin stimulus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0007584	response to nutrient	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K3R4|ensembl:ENSRNOP00000002492	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0009749	response to glucose	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K660	ADIPOQ	involved_in	GO:0042593	glucose homeostasis	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q60994|ensembl:ENSMUSP00000023593	9606	Ensembl		P
UniProtKB	A8K669	A8K669	involved_in	GO:0051603	proteolysis involved in protein catabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043577	9606	InterPro		P
