Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Ret,"Ptc; Ret51; Ret9; c-Ret","ret proto-oncogene","Receptor tyrosine-protein kinase involved in numerous cellular mechanisms including cell proliferation, neuronal navigation, cell migration, and cell differentiation upon binding with glial cell derived neurotrophic factor family ligands. Phosphorylates PTK2/FAK1.",others,"Mus musculus","Partial impairment of c-Ret at tyrosine 1062 accelerates age-related hearing loss in mice",10.1126/science.1102860,unknown,Unknown,19713
Rfc4,"AU040575; Rfc37","replication factor C (activator 1) 4","The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1. This subunit may be involved in the elongation of the multiprimed DNA template.","genomic instability","Mus musculus","POLD1: Central mediator of DNA replication and repair, and implication in cancer and other pathologies",10.1126/science.1102861,unknown,Unknown,106344
Rgn,Smp30,regucalcin,"Gluconolactonase with low activity towards other sugar lactones, including gulonolactone and galactonolactone. Catalyzes a key step in ascorbic acid (vitamin C) biosynthesis. Can also hydrolyze diisopropyl phosphorofluoridate and phenylacetate (in vitro).",others,"Mus musculus","Senescence Marker Protein 30 Deficiency Exacerbates Pulmonary Hypertension in Hypoxia-Exposed Mice",10.1126/science.1102862,unknown,Unknown,19733
Rheb,Rheb1,"Ras homolog enriched in brain","Activates the protein kinase activity of mTORC1, and thereby plays a role in the regulation of apoptosis. Stimulates the phosphorylation of S6K1 and EIF4EBP1 through activation of mTORC1 signaling. Has low intrinsic GTPase activity.",others,"Mus musculus","Forebrain depletion of Rheb GTPase elicits spatial memory deficits in mice",10.1126/science.1102863,mmu04211,"Longevity regulating pathway",19744
Rictor,Kiaa1999,"Rptor independent companion of MTOR, complex 2","Subunit of mTORC2, which regulates cell growth and survival in response to hormonal signals. mTORC2 is activated by growth factors, but, in contrast to mTORC1, seems to be nutrient-insensitive. mTORC2 seems to function upstream of Rho GTPases to regulate the actin cytoskeleton, probably by activating one or more Rho-type guanine nucleotide exchange factors. mTORC2 promotes the serum-induced formation of stress-fibers or F-actin.","deregulated nutrient sensing","Mus musculus","Loss of Rictor with aging in osteoblasts promotes age-related bone loss",10.1126/science.1102864,mmu04150,"mTOR signaling pathway",78757
Ripk1,Rinp,"receptor (TNFRSF)-interacting serine-threonine kinase 1","Serine-threonine kinase which is a key regulator of TNF-mediated apoptosis, necroptosis and inflammatory pathways . Exhibits kinase activity-dependent functions that trigger cell death and kinase-independent scaffold functions regulating inflammatory signaling and cell survival . Initiates ripoptocide which describes cell death that is dependent on RIPK1, be it apoptosis or necroptosis . Upon binding of TNF to TNFR1, RIPK1 is recruited to the TNF-R1 signaling complex (TNF-RSC also known as complex I) where it acts as a scaffold protein promoting cell survival, in part, by activating the canonical NF-kB pathway.","NF-κB related gene","Mus musculus","TBK1 Suppresses RIPK1-Driven Apoptosis and Inflammation during Development and in Aging",10.1016/j.cell.2018.07.041,mmu04065,"NF-kappa B signaling pathway",19766
Rpa1,"RF-A; RP-A; Rpa","replication protein A1","As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism.",others,"Mus musculus","Systems biology analysis of Drosophila in vivo screen data elucidates core networks for DNA damage repair in SCA1",10.1126/science.1102865,unknown,Unknown,68275
Rps6kb1,"p70/85s6k; p70s6k","ribosomal protein S6 kinase, polypeptide 1","Serine/threonine-protein kinase that acts downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression. Regulates protein synthesis through phosphorylation of EIF4B, RPS6 and EEF2K, and contributes to cell survival by repressing the pro-apoptotic function of BAD. Under conditions of nutrient depletion, the inactive form associates with the EIF3 translation initiation complex.",others,"Mus musculus","ARG2 impairs endothelial autophagy through regulation of MTOR and PRKAA/AMPK signaling in advanced atherosclerosis",10.1126/science.1102866,mmu04211,"Longevity regulating pathway",72508
Rps6kb2,"70 KDa Ribosomal Protein S6 Kinase 2","ribosomal protein S6 kinase, polypeptide 2","Phosphorylates specifically ribosomal protein S6. Seems to act downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression in an alternative pathway regulated by MEAK7.",others,"Mus musculus","Disruption of the p70(s6k)/p85(s6k) gene reveals a small mouse phenotype and a new functional S6 kinase",10.1126/science.1102867,mmu04211,"Longevity regulating pathway",58988
Rptor,Raptor,"regulatory associated protein of MTOR, complex 1","Involved in the control of the mammalian target of rapamycin complex 1 (mTORC1) activity which regulates cell growth and survival, and autophagy in response to nutrient and hormonal signals; functions as a scaffold for recruiting mTORC1 substrates.","deregulated nutrient sensing","Mus musculus","MicroRNA-188 regulates age-related switch between osteoblast and adipocyte differentiation",10.1126/science.1102868,mmu04211,"Longevity regulating pathway",74370
S100b,"AI850290; Bpb","S100 protein, beta polypeptide, neural","Weakly binds calcium but binds zinc very tightly-distinct binding sites with different affinities exist for both ions on each monomer. Physiological concentrations of potassium ion antagonize the binding of both divalent cations, especially affecting high-affinity calcium-binding sites.",others,"Mus musculus","Age-dependent increase of blood-brain barrier permeability and neuron-binding autoantibodies in S100B knockout mice",10.1126/science.1102869,unknown,Unknown,20203
Sdhc,"Cyb560; Pgl3","succinate dehydrogenase complex, subunit C, integral membrane protein","A member of the mitochondrial electron transport chain, SDHC homologues have been implicated in ageing of lower life forms. Mutations in the human SDHC gene have been associated with mitochondrial respiratory chain deficiency, but not with premature ageing.","mitochondrial dysfunction","Mus musculus","Mutation of a Nuclear Succinate Dehydrogenase Gene Results in Mitochondrial Respiratory Chain Deficiency",10.1126/science.1102870,mmu05010,"Alzheimer disease",66052
Serpinb2,"Serpin family b member 2","Monocyte Arg-Serpin","Inhibits urokinase-type plasminogen activator. The monocyte derived PAI-2 is distinct from the endothelial cell-derived PAI-1.","senescence-associated secretory phenotype","Mus musculus","SerpinB2 Regulates Immune Response in Kidney Injury and Aging",10.1681/ASN.2019101085,mmu04610,"Complement and coagulation cascades",18788
Serpine1,"Mr1; Pai1; Planh1","serine (or cysteine) peptidase inhibitor, clade E, member 1","Serine protease inhibitor. Inhibits TMPRSS7. Is a primary inhibitor of tissue-type plasminogen activator (PLAT) and urokinase-type plasminogen activator (PLAU). As PLAT inhibitor, it is required for fibrinolysis down-regulation and is responsible for the controlled degradation of blood clots. As PLAU inhibitor, it is involved in the regulation of cell adhesion and spreading.","cellular senescence","Mus musculus","Tau induces blood vessel abnormalities and angiogenesis-related gene expression in P301L transgenic mice and human Alzheimer's disease",10.1126/science.1102871,mmu04115,"p53 signaling pathway",18787
Sesn1,"Pa26; Sest1","sestrin 1","Functions as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway through the GATOR complex. In absence of leucine, binds the GATOR subcomplex GATOR2 and prevents TORC1 signaling.",others,"Mus musculus","The role of physical exercise on Sestrin1 and 2 accumulations in the skeletal muscle of mice",10.1126/science.1102872,mmu04211,"Longevity regulating pathway",140742
Sesn2,"Hi95; Sest2; Ses2","sestrin 2","Functions as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway through the GATOR complex. In absence of leucine, binds the GATOR subcomplex GATOR2 and prevents TORC1 signaling. Binding of leucine to SESN2 disrupts its interaction with GATOR2 thereby activating the TORC1 signaling pathway.",others,"Mus musculus","The role of physical exercise on Sestrin1 and 2 accumulations in the skeletal muscle of mice",10.1126/science.1102873,mmu04211,"Longevity regulating pathway",230784
Sesn3,"BC003348; Sest3","sestrin 3","May function as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway. May also regulate the insulin-receptor signaling pathway through activation of TORC2.","altered intercellular communication","Mus musculus","Autophagy mediators (FOXO1, SESN3 and TSC2) in Lewy body disease and aging",10.1126/science.1102874,mmu04211,"Longevity regulating pathway",75747
Shc1,"Shc; ShcA","src homology 2 domain-containing transforming protein C1","Signaling adapter that couples activated growth factor receptors to signaling pathways. Participates in signaling downstream of the angiopoietin receptor TEK/TIE2, and plays a role in the regulation of endothelial cell migration and sprouting angiogenesis.",others,"Mus musculus","Variation in the SHC1 gene and longevity in humans",10.1126/science.1102875,mmu04910,"Insulin signaling pathway",20416
Sin3a,"Kiaa0700; DkfzpP434k2235","transcriptional regulator, SIN3A (yeast)","SIN3A is a transcriptional regulator that interacts with?MXI1?to antagonize?MYC. Neuronal apoptosis has been related to elevated SIN3A levels.","cellular senescence","Mus musculus","Expression of Transcriptional Repressor Protein mSin3A but Not mSin3B Is Induced During Neuronal Apoptosis",10.1126/science.1102876,unknown,Unknown,20466
Sirt1,Sir2l1,"sirtuin 1","SIRT1 is a NAD-dependent deacetylase, which can regulate a number of processes by deacetylating key proteins, such as?TP53. SIRT1-null mice are born smaller than controls with evidence of developmental retardation. Depending on their genetic background, SIRT1-null mice either die shortly after birth or reach adulthood, the latter being smaller than controls and sterile.","epigenetic alterations","Mus musculus","Human SIR2 Deacetylates p53 and Antagonizes PML/p53-induced Cellular Senescence",10.1126/science.1102877,mmu04211,"Longevity regulating pathway",93759
Sirt3,Sir2l3,"sirtuin 3","NAD-dependent protein deacetylase. Activates or deactivates mitochondrial target proteins by deacetylating key lysine residues.","mitochondrial dysfunction","Mus musculus","Sirt3 mediates the protective effect of hydrogen in inhibiting ROS-induced retinal senescence",10.1126/science.1102878,unknown,Unknown,64384
Sirt6,Sir2l6,"sirtuin 6","NAD-dependent protein deacetylase. Has deacetylase activity towards histone H3K9Ac and H3K56Ac. Modulates acetylation of histone H3 in telomeric chromatin during the S-phase of the cell cycle. Deacetylates histone H3K9Ac at NF-kappa-B target promoters and may down-regulate the expression of a subset of NF-kappa-B target genes.","epigenetic alterations","Mus musculus","The sirtuin SIRT6 regulates lifespan in male mice",10.1126/science.1102879,unknown,Unknown,50721
Sirt7,Sir2l7,"sirtuin 7","NAD-dependent protein-lysine deacylase that can act both as a deacetylase or deacylase (desuccinylase, depropionylase and deglutarylase), depending on the context.","epigenetic alterations","Mus musculus","SIRT7 antagonizes human stem cell aging as a heterochromatin stabilizer",10.1126/science.1102880,unknown,Unknown,209011
Slc13a1,"Nas1; Nasi1","solute carrier family 13 (sodium/sulfate symporters), member 1","Sodium/sulfate cotransporter that mediates sulfate reabsorption in the kidney.",others,"Mus musculus","Increased lifespan in hyposulfatemic NaS1 null mice",10.1126/science.1102881,unknown,Unknown,55961
Sncg,Persyn,"synuclein, gamma","Plays a role in neurofilament network integrity. May be involved in modulating axonal architecture during development and in the adult. In vitro, increases the susceptibility of neurofilament-H to calcium-dependent proteases. May also function in modulating the keratin network in skin. Activates the MAPK and Elk-1 signal transduction pathway.","genomic instability","Mus musculus","Genomic structure and chromosomal localization of the mouse persyn gene",10.1126/science.1102882,unknown,Unknown,20618
Socs2,"Cis2; Cish2","suppressor of cytokine signaling 2","SOCS family proteins form part of a classical negative feedback system that regulates cytokine signal transduction. SOCS2 appears to be a negative regulator in the growth hormone/IGF1 signaling pathway.","altered intercellular communication","Mus musculus","KIAA0317 regulates pulmonary inflammation through SOCS2 degradation",10.1126/science.1102883,mmu04910,"Insulin signaling pathway",216233
Sod1,"Ipoa; Als; Als1","superoxide dismutase 1, soluble","SOD1 is an antioxidant. It is the predominant member of the SOD family found in the cytoplasm.?Early SOD1-null mice models were found to develop normally and did not show signs of premature ageing, though they were vulnerable to motor neuron loss after axonal injury.","cellular senescence","Mus musculus","A New Role for Oxidative Stress in Aging: The Accelerated Aging Phenotype in Sod1 -/- Mice Is Correlated to Increased Cellular Senescence",10.1126/science.1102884,unknown,Unknown,20655
Sod2,"Ipo-b; Mvcd6","superoxide dismutase 2, mitochondrial","This gene is a member of the iron/manganese superoxide dismutase family. It encodes a mitochondrial protein that forms a homotetramer and binds one manganese ion per subunit. This protein binds to the superoxide byproducts of oxidative phosphorylation and converts them to hydrogen peroxide and diatomic oxygen. Mutations in this gene have been associated with idiopathic cardiomyopathy (IDC), premature aging, sporadic motor neuron disease, and cancer.",others,"Mus musculus","MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart",10.1126/science.1102885,mmu04211,"Longevity regulating pathway",20656
Sp1,"AA450830; AI845540-1","trans-acting transcription factor 1","Transcription factor that can activate or repress transcription in response to physiological and pathological stimuli. Binds with high affinity to GC-rich motifs and regulates the expression of a large number of genes involved in a variety of processes such as cell growth, apoptosis, differentiation and immune responses.","genomic instability","Mus musculus","SIRT6 transcriptionally regulates global protein synthesis through transcription factor Sp1 independent of its deacetylase activity",10.1126/science.1102886,mmu04350,"TGF-beta signaling pathway",20683
Sprtn,Gm505,"SprT-like N-terminal domain","Regulator of UV-induced DNA damage response: acts as a 'reader' of ubiquitinated PCNA that enhances RAD18-mediated PCNA ubiquitination and translesion DNA synthesis (TLS). Recruited to sites of UV damage and interacts with ubiquitinated PCNA and RAD18, the E3 ubiquitin ligase that monoubiquitinates PCNA. Facilitates chromatin association of RAD18 and is required for efficient PCNA monoubiquitination, promoting a feed-forward loop to enhance PCNA ubiquitination and translesion DNA synthesis.","genomic instability","Mus musculus","Tandem Deubiquitination and Acetylation of SPRTN Promotes DNA-Protein Crosslink Repair and Protects against Aging",10.1126/science.1102887,unknown,Unknown,244666
Sqstm1,"A170; Stap","sequestosome 1","Autophagy receptor required for selective macroautophagy (aggrephagy). Functions as a bridge between polyubiquitinated cargo and autophagosomes. Interacts directly with both the cargo to become degraded and an autophagy modifier of the MAP1 LC3 family.","deregulated nutrient sensing","Mus musculus","Systemic overexpression of SQSTM1/p62 accelerates disease onset in a SOD1 H46R-expressing ALS mouse model",10.1126/science.1102888,mmu04218,"Cellular senescence",18412
Sst,Smst,somatostatin,"Inhibits the secretion of pituitary hormones, including that of growth hormone/somatotropin (GH1), PRL, ACTH, luteinizing hormone (LH) and TSH. Also impairs ghrelin- and GnRH-stimulated secretion of GH1 and LH; the inhibition of ghrelin-stimulated secretion of GH1 can be further increased by neuronostatin.",others,"Mus musculus","Opposing effects of acute versus chronic blockade of frontal cortex somatostatin-positive inhibitory neurons on behavioral emotionality in mice",10.1126/science.1102889,mmu04935,"Growth hormone synthesis, secretion and action",20604
Sstr3,Ssr-28,"somatostatin receptor 3","Receptor for somatostatin-14 and -28. This receptor is coupled via pertussis toxin sensitive G proteins to inhibition of adenylyl cyclase.",others,"Mus musculus","Up-regulation of hyperpolarization-activated cyclic nucleotide-gated channel 3 (HCN3) by specific interaction with K+ channel tetramerization domain-containing protein 3 (KCTD3)",10.1126/science.1102890,mmu04935,"Growth hormone synthesis, secretion and action",20607
Stat3,Aprf,"signal transducer and activator of transcription 3","Transcription factors like those of the STAT family are activated by growth factors and cytokines. Expression levels of JAK-STAT signalling targets is increased with age, and STAT3 has been implicated in the regulation of self-renewal and stem cell fate in several tissues.","cellular senescence","Mus musculus","Long Non-Coding RNA H19 Regulates Endothelial Cell Aging via Inhibition of STAT3 Signalling",10.1126/science.1102891,mmu04935,"Growth hormone synthesis, secretion and action",20848
Stat5a,"Mgf; Mpf","signal transducer and activator of transcription 5A","Carries out a dual function: signal transduction and activation of transcription. Mediates cellular responses to the cytokine KITLG/SCF and other growth factors. May mediate cellular responses to activated FGFR1, FGFR2, FGFR3 and FGFR4. Binds to the GAS element and activates PRL-induced transcription.","cellular senescence","Mus musculus","The transcription factors Stat5a/b are not required for islet development but modulate pancreatic beta-cell physiology upon aging",10.1126/science.1102892,mmu04935,"Growth hormone synthesis, secretion and action",20850
Stat5b,"Transcription Factor Stat5b","signal transducer and activator of transcription 5B","Carries out a dual function: signal transduction and activation of transcription. Mediates cellular responses to the cytokine KITLG/SCF and other growth factors. Binds to the GAS element and activates PRL-induced transcription. Positively regulates hematopoietic/erythroid differentiation.","cellular senescence","Mus musculus","Reductions in Serum IGF-1 During Aging Impair Health Span",10.1126/science.1102893,mmu04935,"Growth hormone synthesis, secretion and action",20851
Stk11,Lkb1,"serine/threonine kinase 11","Tumor suppressor serine/threonine-protein kinase that controls the activity of AMP-activated protein kinase (AMPK) family members, thereby playing a role in various processes such as cell metabolism, cell polarity, apoptosis and DNA damage response.","cellular senescence","Mus musculus","SIRT2 Acts as a Cardioprotective Deacetylase in Pathological Cardiac Hypertrophy",10.1126/science.1102894,mmu04211,"Longevity regulating pathway",20869
Stub1,Chip,"Stip1 homology and U-Box containing protein 1","E3 ubiquitin-protein ligase which targets misfolded chaperone substrates towards proteasomal degradation. Collaborates with ATXN3 in the degradation of misfolded chaperone substrates: ATXN3 restricting the length of ubiquitin chain attached to STUB1/CHIP substrates and preventing further chain extension.","loss of proteostasis","Mus musculus","Age-related expression of STUB1 in senescence-accelerated mice and its response to anti-Alzheimer's disease traditional Chinese medicine",10.1126/science.1102895,unknown,Unknown,56424
Sumf1,"C-Alpha-Formylglycine-Generating Enzyme 1","Sulfatase Modifying Factor 1","Oxidase that catalyzes the conversion of cysteine to 3-oxoalanine on target proteins, using molecular oxygen and an unidentified reducing agent.",others,"Mus musculus","High-throughput screening of mouse gene knockouts identifies established and novel skeletal phenotypes",0.1038/boneres.2014.34,mmu04142,Lysosome,58911
Sumo1,"Pic1; Gmp1; Smt3c","small ubiquitin-like modifier 1","SUMO1 is a small protein that interacts with several partners and hence is related to many processes, including DNA repair and signal transduction. It may be related to?WRN.","genomic instability","Mus musculus","SUMO-1 Conjugation to Topoisomerase I: A Possible Repair Response to Topoisomerase-Mediated DNA Damage",10.1126/science.1102896,unknown,Unknown,22218
Sun1,Unc84a,"Sad1 and UNC84 domain containing 1","As a component of the LINC (LInker of Nucleoskeleton and Cytoskeleton) complex involved in the connection between the nuclear lamina and the cytoskeleton.",others,"Mus musculus","Reversal of laminopathies: the curious case of SUN1",10.1126/science.1102897,unknown,Unknown,77053
Syk,Sykb,"spleen tyrosine kinase","Non-receptor tyrosine kinase which mediates signal transduction downstream of a variety of transmembrane receptors including classical immunoreceptors like the B-cell receptor (BCR). Regulates several biological processes including innate and adaptive immunity, cell adhesion, osteoclast maturation, platelet activation and vascular development. Assembles into signaling complexes with activated receptors at the plasma membrane via interaction between its SH2 domains and the receptor tyrosine-phosphorylated ITAM domains. The association with the receptor can also be indirect and mediated by adapter proteins containing ITAM or partial hemITAM domains. The phosphorylation of the ITAM domains is generally mediated by SRC subfamily kinases upon engagement of the receptor. More rarely signal transduction via SYK could be ITAM-independent. Direct downstream effectors phosphorylated by SYK include VAV1, PLCG1, PI-3-kinase, LCP2 and BLNK.","NF-κB related gene","Mus musculus","miR-25-3p promotes endothelial cell angiogenesis in aging mice via TULA-2/SYK/VEGFR-2 downregulation",10.18632/aging.103834,mmu04064,"NF-kappa B signaling pathway",20963
Tab1,Map3k7ip1,"TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1","May be an important signaling intermediate between TGFB receptors and MAP3K7/TAK1. May play an important role in mammalian embryogenesis.","NF-κB related gene","Mus musculus","TAK1 expression in the cochlea: a specific marker for adult supporting cells",10.1007/s10162-011-0265-4,mmu04064,"NF-kappa B signaling pathway",66513
Tab2,Map3k7ip2,"TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2","Adapter linking MAP3K7/TAK1 and TRAF6. Promotes MAP3K7 activation in the IL1 signaling pathway. The binding of 'Lys-63'-linked polyubiquitin chains to TAB2 promotes autophosphorylation of MAP3K7 at 'Thr-187'. Involved in heart development.","NF-κB related gene","Mus musculus","Expression analysis of the TAB2 protein in adult mouse tissues",10.1007/s00011-006-6058-2,mmu04064,"NF-kappa B signaling pathway",68652
