Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Vegfa,Vegf,"vascular endothelial growth factor A","Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis and induces permeabilization of blood vessels.",others,"Mus musculus","BubR1 insufficiency impairs angiogenesis in aging and in experimental critical limb ischemic mice",10.1126/science.1102932,mmu04010,"MAPK signaling pathway",22339
Vegfc,Flt4-l,"Vascular Endothelial Growth Factor C","Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in angiogenesis of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates KDR/VEGFR2 and FLT4/VEGFR3 receptors.","senescence-associated secretory phenotype","Mus musculus","Functional aspects of meningeal lymphatics in ageing and Alzheimer's disease",10.1038/s41586-018-0368-8,mmu04010,"MAPK signaling pathway",22341
Wnt2,Irp,"wingless-type MMTV integration site family, member 2","Ligand for members of the frizzled family of seven transmembrane receptors. Functions in the canonical Wnt signaling pathway that results in activation of transcription factors of the TCF/LEF family (PubMed:20018874). Functions as upstream regulator of FGF10 expression. Plays an important role in embryonic lung development. May contribute to embryonic brain development by regulating the proliferation of dopaminergic precursors and neurons (By similarity).","senescence-associated secretory phenotype","Mus musculus","The effect of aging on VEGF/VEGFR2 signal pathway genes expression in rat liver sinusoidal endothelial cell",10.1007/s11010-020-03903-7,mmu04150,"mTOR signaling pathway",22413
Wrn,AI846146,"werner syndrome RecQ like helicase","Multifunctional enzyme that has both magnesium and ATP-dependent DNA-helicase activity and 3'->5' exonuclease activity towards double-stranded DNA with a 5'-overhang. Has no nuclease activity towards single-stranded DNA or blunt-ended double-stranded DNA. Binds preferentially to DNA substrates containing alternate secondary structures, such as replication forks and Holliday junctions.","genomic instability","Mus musculus","Nonfunctional mutant Wrn protein leads to neurological deficits, neuronal stress, microglial alteration, and immune imbalance in a mouse model of Werner syndrome",10.1126/science.1102933,unknown,Unknown,22427
Xiap,"Iap-like protein 1","X-Linked Inhibitor Of Apoptosis","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, copper homeostasis, mitogenic kinase signaling, cell proliferation, as well as cell invasion and metastasis. Acts as a direct caspase inhibitor. Directly bind to the active site pocket of CASP3 and CASP7 and obstructs substrate entry. Inactivates CASP9 by keeping it in a monomeric, inactive state. Acts as an E3 ubiquitin-protein ligase regulating NF-kappa-B signaling and the target proteins for its E3 ubiquitin-protein ligase activity include: RIPK1, CASP3, CASP7, CASP8, CASP9, MAP3K2/MEKK2, DIABLO/SMAC, AIFM1, CCS and BIRC5/survivin. Ubiquitinion of CCS leads to enhancement of its chaperone activity toward its physiologic target, SOD1, rather than proteasomal degradation. Ubiquitinion of MAP3K2/MEKK2 and AIFM1 does not lead to proteasomal degradation.","NF-κB related gene","Mus musculus","Effects of XIAP on high fat diet-induced hepatic steatosis: a mechanism involving NLRP3 inflammasome and oxidative stress",10.18632/aging.102559,mmu04064,"NF-kappa B signaling pathway",11798
Xpa,"Xpac; Xp1","xeroderma pigmentosum, complementation group A","XPA is primarily involved in DNA repair. In mice, mutations in both XPA and?ERCC2?result in a phenotype resembling accelerated ageing with animals living about 5 months.","genomic instability","Mus musculus","Increased Susceptibility to ultraviolet-B and Carcinogens of Mice Lacking the DNA Excision Repair Gene XPA",10.1126/science.1102934,unknown,Unknown,22590
Xrcc5,G22p2,"X-ray repair complementing defective repair in Chinese hamster cells 5","Single-stranded DNA-dependent ATP-dependent helicase. Has a role in chromosome translocation. The DNA helicase II complex binds preferentially to fork-like ends of double-stranded DNA in a cell cycle-dependent manner.","telomere attrition","Mus musculus","Training Performed Above Lactate Threshold Decreases p53 and Shelterin Expression in Mice",10.1126/science.1102935,unknown,Unknown,22596
Xrcc6,"D22s731; D22s671; Ku70","X-ray repair complementing defective repair in Chinese hamster cells 6","Like its counterpart?XRCC5, XRCC6 is a helicase involved in DNA repair and chromatin remodelling. Mice with mutations in XRCC6 and XRCC5 exhibit signs of early ageing with low cancer levels, yet since XRCC5 mutants exhibit a similar phenotype the involvement of XRCC6 in the ageing phenotype is not clear in spite of some early signs of ageing in XRCC6 mutants.",others,"Mus musculus","Deletion of Ku70, Ku80, or Both Causes Early Aging Without Substantially Increased Cancer",10.1126/science.1102936,unknown,Unknown,14375
Ywhaz,AU020854,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide","Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif.","stem cell exhaustion","Mus musculus","Alcohol drinking exacerbates neural and behavioral pathology in the 3xTg-AD mouse model of Alzheimer's disease",10.1126/science.1102937,mmu04110,"Cell cycle",22631
Zap70,Srk,"Zeta Chain Of T Cell Receptor Associated Protein Kinase 70","Tyrosine kinase that plays an essential role in regulation of the adaptive immune response. Regulates motility, adhesion and cytokine expression of mature T-cells, as well as thymocyte development. Contributes also to the development and activation of primary B-lymphocytes. When antigen presenting cells (APC) activate T-cell receptor (TCR), a serie of phosphorylations lead to the recruitment of ZAP70 to the doubly phosphorylated TCR component CD247/CD3Z through ITAM motif at the plasma membrane. This recruitment serves to localization to the stimulated TCR and to relieve its autoinhibited conformation. Release of ZAP70 active conformation is further stabilized by phosphorylation mediated by LCK.","NF-κB related gene","Mus musculus","Increased ZAP70 Is Involved in Dry Skin Pruritus in Aged Mice",10.1155/2016/6029538,mmu04064,"NF-kappa B signaling pathway",22637
Zfp354c,"AJ1; Kid; Kid3","zinc finger protein 354C","Klotho (KL) is described as an anti-aging gene because mutation of Kl gene leads to multiple pre-mature aging phenotypes and shortens lifespan in mice. Kid3 regulated Kl promoter activity negatively.","epigenetic alterations","Mus musculus","Induction of anti-aging gene klotho with a small chemical compound that demethylates CpG islands",10.18632/oncotarget.18608,unknown,Unknown,30944
Zmpste24,"Face-1; Ste24p; Ste24","zinc metallopeptidase","ZMPSTE24 is a zinc metalloprotease involved in the post-translational processing of?LMNA?precursors. ZMPSTE24-null mice have a short lifespan and show some signs of accelerated ageing.","genomic instability","Mus musculus","Loss of ZMPSTE24 (FACE-1) Causes Autosomal Recessive Restrictive Dermopathy and Accumulation of Lamin A Precursors",10.1126/science.1102938,unknown,Unknown,230709
