Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Gadd45b,"AI323528; Myd118","growth arrest and DNA-damage-inducible 45 beta","Primary mouse embryo fibroblasts (MEFs) from Gadd45b null mice proliferate slowly, accumulate increased levels of DNA damage, and senesce prematurely.","NF-κB related gene","Mus musculus","Gadd45b deficiency promotes premature senescence and skin aging",10.18632/oncotarget.8854,mmu04064,"NF-kappa B signaling pathway",17873
Gadd45g,"CR; CR6; DDIT2","growth arrest and DNA-damage-inducible 45 gamma","Gadd45γ expression regulates cognitive abilities and synapse-to-nucleus communication and suggest Gadd45γ dysfunction as a potential mechanism contributing to age-related cognitive impairments.","NF-κB related gene","Mus musculus","Mimicking Age-Associated Gadd45γ Dysregulation Results in Memory Impairments in Young Adult Mice",10.1523/JNEUROSCI.1621-19.2019,mmu04064,"NF-kappa B signaling pathway",23882
Gapdh,"Ga; Gapd","glyceraldehyde-3-phosphate dehydrogenase","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) displays immunomodulation function.",others,"Mus musculus","Ishemia-reperfusion enhances GAPDH nitration in aging skeletal muscle",10.18632/aging.100394,mmu04066,"HIF-1 signaling pathway",14433
Gclc,"Gamma-Glutamylcysteine Synthetase","glutamate-cysteine ligase, catalytic subunit",ATP?+?L-cysteine?+?L-glutamate?=?ADP?+?H+?+?L-γ-glutamyl-L-cysteine?+?phosphate.,"loss of proteostasis","Mus musculus","Cloning/brain localization of mouse glutamylcysteine synthetase heavy chain mRNA",10.1126/science.1102699,unknown,Unknown,14629
Gclm,"Glutamate--Cysteine Ligase Regulatory Subunit","glutamate-cysteine ligase, modifier subunit","This protein is involved in step 1 of the subpathway that synthesizes glutathione from L-cysteine and L-glutamate. Proteins known to be involved in the 2 steps of the subpathway in this organism are: Glutamate--cysteine ligase catalytic subunit (Gclc), Glutamate--cysteine ligase regulatory subunit (Gclm) Glutathione synthetase (Gss), Glutathione synthetase (Gss), Glutathione synthetase (Gss) This subpathway is part of the pathway glutathione biosynthesis, which is itself part of Sulfur metabolism. View all proteins of this organism that are known to be involved in the subpathway that synthesizes glutathione from L-cysteine and L-glutamate, the pathway glutathione biosynthesis and in Sulfur metabolism.","loss of proteostasis","Mus musculus","Molecular cloning and sequencing of the cDNA encoding mouse glutamate-cysteine ligase regulatory subunit",10.1126/science.1102700,unknown,Unknown,14630
Gdf11,"Bone Morphogenetic Protein 11","growth differentiation factor 11","Secreted signal that acts globally to specify positional identity along the anterior/posterior axis during development.",others,"Mus musculus","GDF11 forms a bone morphogenetic protein 1-activated latent complex that can modulate nerve growth factor-induced differentiation of PC12 cells",10.1126/science.1102701,unknown,Unknown,14561
Gh1,"Gh-n; Ghn; Gh; hgh-n","growth hormone","GH1 levels decline with age in humans and may contribute to loss of body mass.","cellular senescence","Mus musculus","Reduced insulin/IGF-1 Signalling and Human Longevity",10.1126/science.1102702,unknown,Unknown,14599
Ghr,"Ghbp; Ghip","growth hormone receptor","Receptor for pituitary gland growth hormone involved in regulating postnatal body growth.","loss of proteostasis","Mus musculus","Effects of Rapamycin on Growth Hormone Receptor Knockout Mus musculus",10.1126/science.1102703,mmu04935,"Growth hormone synthesis, secretion and action",14600
Ghrh,"Somatocrinin; Sermorelin","growth hormone releasing hormone","This gene encodes a member of the glucagon family of proteins. The encoded preproprotein is produced in the hypothalamus and cleaved to generate the mature factor, known as somatoliberin, which acts to stimulate growth hormone release from the pituitary gland.","loss of proteostasis","Mus musculus","Growth Hormone Deficiency: Health and Longevity",10.1126/science.1102704,mmu04935,"Growth hormone synthesis, secretion and action",14601
Ghrhr,Ighd4,"growth hormone releasing hormone receptor","GHRHR is mostly expressed in the pituitary and functions as the receptor for?GHRH. Different splice variants appear to exist. Knock-out mice without GHRHR, called little mice, live about 25% longer than controls, but it is unclear whether their ageing process is delayed.","deregulated nutrient sensing","Mus musculus","Familial Dwarfism Due to a Novel Mutation of the Growth Hormone-Releasing Hormone Receptor Gene",10.1126/science.1102705,mmu04935,"Growth hormone synthesis, secretion and action",14602
Gpx1,"Gshpx1; Gpxd","glutathione peroxidase 1","The protein encoded by this gene belongs to the glutathione peroxidase family, members of which catalyze the reduction of organic hydroperoxides and hydrogen peroxide (H2O2) by glutathione, and thereby protect cells against oxidative damage.","deregulated nutrient sensing","Mus musculus","Development of Insulin Resistance and Obesity in Mice Overexpressing Cellular Glutathione Peroxidase",10.1126/science.1102706,unknown,Unknown,14775
Gpx4,"Phospholipid Hydroperoxide Glutathione Peroxidase","glutathione peroxidase 4","Essential antioxidant peroxidase that directly reduces phospholipid hydroperoxide even if they are incorporated in membranes and lipoproteins.",others,"Mus musculus","The selenoprotein GPX4 is essential for mouse development and protects from radiation and oxidative damage insults",10.1126/science.1102707,unknown,Unknown,625249
Grb2,"Protein Ash; Ash","growth factor receptor bound protein 2","The protein encoded by this gene binds the epidermal growth factor receptor and contains one SH2 domain and two SH3 domains.","deregulated nutrient sensing","Mus musculus","Murine Models of Life Span Extension",10.1126/science.1102708,mmu04910,"Insulin signaling pathway",14784
Grn,Progranulin,granulin,"Secreted protein that acts as a key regulator of lysosomal function and as a growth factor involved in inflammation, wound healing and cell proliferation.",others,"Mus musculus","Purification of an autocrine growth factor homologous with mouse epithelin precursor from a highly tumorigenic cell line",10.1126/science.1102709,unknown,Unknown,14824
Gsk3a,"Serine/Threonine-Protein Kinase GSK3A","glycogen synthase kinase 3 alpha","Constitutively active protein kinase that acts as a negative regulator in the hormonal control of glucose homeostasis, Wnt signaling and regulation of transcription factors and microtubules, by phosphorylating and inactivating glycogen synthase (GYS1 or GYS2), CTNNB1/beta-catenin, APC and AXIN1.","deregulated nutrient sensing","Mus musculus","Role that phosphorylation of GSK3 plays in insulin and Wnt signalling defined by knockin analysis",10.1126/science.1102710,unknown,Unknown,606496
Gsk3b,"Gsk-3 Beta;","glycogen synthase kinase 3 beta","Involved in development and metabolism, GSK3B may also play a role in cell survival. GSK3B null mice die at embryonic stages.",others,"Mus musculus","Decreased Nuclear Beta-Catenin, Tau Hyperphosphorylation and Neurodegeneration in GSK-3beta Conditional Transgenic Mus musculus",10.1126/science.1102711,mmu04910,"Insulin signaling pathway",56637
Gsr,"Glutathione-Disulfide Reductase ;","glutathione reductase","GSR is involved in redox regulation and oxidative defence.",others,"Mus musculus","Glyoxalase 1 and Glutathione Reductase 1 Regulate Anxiety in Mice",10.1126/science.1102712,unknown,Unknown,14782
Gss,"GSH Synthetase","glutathione synthetase",ATP?+?glycine?+?L-γ-glutamyl-L-cysteine?=?ADP?+?glutathione?+?H+?+?phosphate.,others,"Mus musculus","A single mouse glutathione synthetase gene encodes six mRNAs with different 5' ends",10.1126/science.1102713,unknown,Unknown,14854
Gsta4,Gta4,"glutathione S-transferase, alpha 4","GSTA4 is part of the glutathione system involved in oxidative protection. Expression of GSTA4 increases in the aged rat cerebral cortex.","altered intercellular communication","Mus musculus","Glutathione S-transferase Isoenzymatic Response to Aging in Rat Cerebral Cortex and Cerebellum",10.1126/science.1102714,unknown,Unknown,14860
Gstp1,"GST Class-Pi","glutathione S-transferase, pi 1","Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Involved in the formation of glutathione conjugates of both prostaglandin A2 (PGA2) and prostaglandin J2 (PGJ2). Participates in the formation of novel hepoxilin regioisomers. Regulates negatively CDK5 activity via p25/p35 translocation to prevent neurodegeneration.","epigenetic alterations","Mus musculus","A cDNA sequence coding a class pi glutathione S-transferase of mouse",10.1126/science.1102715,unknown,Unknown,14870
Gtf2h2,"TFIIH Basal Transcription Factor Complex P44 Subunit","general transcription factor II H, polypeptide 2","Component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II. In NER, TFIIH acts by opening DNA around the lesion to allow the excision of the damaged oligonucleotide and its replacement by a new DNA fragment. In transcription, TFIIH has an essential role in transcription initiation. When the pre-initiation complex (PIC) has been established, TFIIH is required for promoter opening and promoter escape. Phosphorylation of the C-terminal tail (CTD) of the largest subunit of RNA polymerase II by the kinase module CAK controls the initiation of transcription. The N-terminus of GTF2H2 interacts with and regulates XPD whereas an intact C-terminus is required for a successful escape of RNAP II form the promoter.","epigenetic alterations","Mus musculus","Genomic sequence analysis of the mouse Naip gene array",10.1126/science.1102716,unknown,Unknown,23894
H2-D2,H-2D2,"histocompatibility 2, D region locus 2","H2-D2 expression is associated with differential CG and non-CG promoter methylation across the central nervous system regions, ages, and between sexes, and concomitant increased expression of proinflammatory genes.","epigenetic alterations","Mus musculus","CNS-wide Sexually Dimorphic Induction of the Major Histocompatibility Complex 1 Pathway With Aging",10.1093/gerona/glv232,unknown,Unknown,110536
H2-K1,"H-2K; H2-K; H2-D1","histocompatibility 2, K1, K region","H2-K1 expression is associated with differential CG and non-CG promoter methylation across the central nervous system regions, ages, and between sexes, and concomitant increased expression of proinflammatory genes.","epigenetic alterations","Mus musculus","CNS-wide Sexually Dimorphic Induction of the Major Histocompatibility Complex 1 Pathway With Aging",10.1093/gerona/glv232,mmu04218,"Cellular senescence",14972
H2ax,H2afx,"H2A.X variant histone","Histones such as H2AFX are part of the nucleosome, which consists of DNA wrapped around histones. H2AFX has been involved in DNA repair together with, among others,?NBN?and?TP53.","genomic instability","Mus musculus","Genomic Instability in Mice Lacking Histone H2AX",10.1126/science.1102717,unknown,Unknown,15270
Hbp1,"1700058O05Rik; BE629963","high mobility group box transcription factor 1","HBP1 has been related to DNA unwinding and stress response. In mice, HBP1 and other HMG chromosomal proteins have been shown to suffer alterations at various levels during ageing, but HBP1 has not been directly related to human ageing.","genomic instability","Mus musculus","Distribution of High Mobility Group Proteins in Different Tissues of Rats During Aging",10.1126/science.1102718,unknown,Unknown,73389
Hdac1,Rpd3l1,"histone deacetylase 1","Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Deacetylates SP proteins, SP1 and SP3, and regulates their function. Component of the BRG1-RB1-HDAC1 complex, which negatively regulates the CREST-mediated transcription in resting neurons. Upon calcium stimulation, HDAC1 is released from the complex and CREBBP is recruited, which facilitates transcriptional activation. Deacetylates TSHZ3 and regulates its transcriptional repressor activity. Deacetylates 'Lys-310' in RELA and thereby inhibits the transcriptional activity of NF-kappa-B. Deacetylates NR1D2 and abrogates the effect of KAT5-mediated relieving of NR1D2 transcription repression activity. Component of a RCOR/GFI/KDM1A/HDAC complex that suppresses, via histone deacetylase (HDAC) recruitment, a number of genes implicated in multilineage blood cell development. Involved in CIART-mediated transcriptional repression of the circadian transcriptional activator: CLOCK-ARNTL/BMAL1 heterodimer. Required for the transcriptional repression of circadian target genes, such as PER1, mediated by the large PER complex or CRY1 through histone deacetylation.","epigenetic alterations","Mus musculus","Circadian and light-induced transcription of clock gene Per1 depends on histone acetylation and deacetylation",10.1126/science.1102719,mmu04110,"Cell cycle",433759
Hdac2,Yy1bp,"histone deacetylase 2","Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events.","cellular senescence","Mus musculus","Histone Deacetylase 2 Inhibition Attenuates Downregulation of Hippocampal Plasticity Gene Expression during Aging",10.1126/science.1102720,mmu04110,"Cell cycle",15182
Hdac3,"Rpd3; Hd3; Rpd3-2","histone deacetylase 3","HDAC3 performs the deacetylation of histones and likely participates in transcriptional regulation.","epigenetic alterations","Mus musculus","Hdac3 Deficiency Increases Marrow Adiposity and Induces Lipid Storage and Glucocorticoid Metabolism in Osteochondroprogenitor Cells",10.1126/science.1102721,unknown,Unknown,15183
Hells,"Pasg; Smarca6; Lsh; Nbla10143","helicase, lymphoid specific","HELLS is a transcriptional regulator acting on chromatin and maybe affecting cellular proliferation. It has been linked to leukaemia.","epigenetic alterations","Mus musculus","Growth Retardation and Premature Aging Phenotypes in Mice With Disruption of the SNF2-like Gene, PASG",10.1126/science.1102722,unknown,Unknown,15201
Hesx1,"Rpx; Anf","homeobox gene expressed in ES cells","HESX1 is an important regulator of development and, particularly, of pituitary development. Mice without HESX1 develop pituitary dysplasia.",others,"Mus musculus","Mutations in the Homeobox Gene HESX1/Hesx1 Associated With Septo-Optic Dysplasia in Human and Mouse",10.1126/science.1102723,mmu04550,"Signaling pathways regulating pluripotency of stem cells",15209
Hic1,"Zinc Finger And BTB Domain-Containing Protein 29","hypermethylated in cancer 1","Transcriptional repressor. Recognizes and binds to the consensus sequence '5-[CG]NG[CG]GGGCA[CA]CC-3'. May act as a tumor suppressor. May be involved in development of head, face, limbs and ventral body wall. Involved in down-regulation of SIRT1 and thereby is involved in regulation of p53/TP53-dependent apoptotic DNA-damage responses. The specific target gene promoter association seems to be depend on corepressors, such as CTBP1 or CTBP2 and MTA1. The regulation of SIRT1 transcription in response to nutrient deprivation seems to involve CTBP1. In cooperation with MTA1 (indicative for an association with the NuRD complex) represses transcription from CCND1/cyclin-D1 and CDKN1C/p57Kip2 specifically in quiescent cells. Involved in regulation of the Wnt signaling pathway probably by association with TCF7L2 and preventing TCF7L2 and CTNNB1 association with promoters of TCF-responsive genes. Seems to repress transcription from E2F1 and ATOH1 which involves ARID1A, indicative for the participation of a distinct SWI/SNF-type chromatin-remodeling complex. Probably represses transcription from ACKR3, FGFBP1 and EFNA1.","genomic instability","Mus musculus","Tumor suppressor HIC1 directly regulates SIRT1 to modulate p53-dependent DNA-damage responses",10.1126/science.1102724,unknown,Unknown,15248
Hif1a,"Class E Basic Helix-Loop-Helix Protein 78","hypoxia inducible factor 1, alpha subunit","Functions as a master transcriptional regulator of the adaptive response to hypoxia. Under hypoxic conditions, activates the transcription of over 40 genes, including erythropoietin, glucose transporters, glycolytic enzymes, vascular endothelial growth factor, HILPDA, and other genes whose protein products increase oxygen delivery or facilitate metabolic adaptation to hypoxia. Plays an essential role in embryonic vascularization, tumor angiogenesis and pathophysiology of ischemic disease.",others,"Mus musculus","Increase of SUMO-1 expression in response to hypoxia: direct interaction with HIF-1alpha in adult mouse brain and heart in vivo",10.1126/science.1102725,mmu04066,"HIF-1 signaling pathway",15251
Hk1,"mHk1-s; Hk1","hexokinase 1","The interaction of DREAM with hexokinase I may be important in the regulation of neuronal apoptosis.",others,"Mus musculus","Alcohol drinking exacerbates neural and behavioral pathology in the 3xTg-AD mouse model of Alzheimer's disease",10.1016/bs.irn.2019.10.017,mmu04066,"HIF-1 signaling pathway",15275
Hmgb1,"Hmg3; Sbp-1","high mobility group box 1","HMGB1 has been related to DNA unwinding, stress response, and maintenance of genome stability. HMGB1-null mice die shortly after birth. In mice, HMGB1 and other HMG chromosomal proteins have been shown to suffer alterations at various levels during ageing.","genomic instability","Mus musculus","High Mobility Group Protein B1 Enhances DNA Repair and Chromatin Modification After DNA Damage",10.1126/science.1102726,mmu04140,"Autophagy - animal",15289
Hmgb2,Hmg-2,"high mobility group box 2","his gene encodes a member of the non-histone chromosomal high mobility group protein family. The proteins of this family are chromatin-associated and ubiquitously distributed in the nucleus of higher eukaryotic cells.","genomic instability","Mus musculus","ADP-ribosylation of HMG Proteins and Its Modulation by Different Effectors in the Liver of Aging Rats",10.1126/science.1102727,unknown,Unknown,97165
Hoxb7,"Hox2; Hox2c","homeobox B7","The encoded nuclear protein functions as a sequence-specific transcription factor that is involved in cell proliferation and differentiation.","genomic instability","Mus musculus","Do Longevity Assurance Genes Containing Hox Domains Regulate Cell Development via Ceramide Synthesis?",10.1126/science.1102728,unknown,Unknown,15415
Hoxc4,"Hox3; Hox3e","homeobox C4","HOXC4 is a member of the homeobox family, also called HOX, crucial in morphogenesis and development. The expression of many HOX genes, including HOXC4, declines with age, even prior to adulthood.","genomic instability","Mus musculus","The Binding of Ku Antigen to Homeodomain Proteins Promotes Their Phosphorylation by DNA-dependent Protein Kinase",10.1126/science.1102729,unknown,Unknown,15423
Hprt,"C81579; HPGRT; Hpr","hypoxanthine guanine phosphoribosyl transferase","HPRT was identified as the most stable housekeeping genes in rat liver aging.",others,"Mus musculus","Identification of valid housekeeping genes and antioxidant enzyme gene expression change in the aging rat liver",10.1093/gerona/61.1.20,unknown,Unknown,15452
Hras,"Harvey Rat Sarcoma Viral Oncogene Homolog","Harvey rat sarcoma virus oncogene","Ras proteins bind GDP/GTP and possess intrinsic GTPase activity.","cellular senescence","Mus musculus","Nucleotide sequence of c-H-ras-1 gene from B6C3F1 mice",10.1126/science.1102730,mmu04211,"Longevity regulating pathway",15461
Hsf1,Hsf1beta;?Hsf1,"heat shock factor 1","Functions as a stress-inducible and DNA-binding transcription factor that plays a central role in the transcriptional activation of the heat shock response (HSR), leading to the expression of a large class of molecular chaperones heat shock proteins (HSPs) that protect cells from cellular insults' damage.","epigenetic alterations","Mus musculus","HSF1Base: A Comprehensive Database of HSF1 (Heat Shock Factor 1) Target Genes",10.1126/science.1102731,unknown,Unknown,15499
Hsp90aa1,"Hsp89; Hsp90; Flj31884","heat shock protein 90, alpha (cytosolic), class A member 1","HSP90AA1 is a molecular chaperone.? HSP90AA1 is affected by ageing in rats.",others,"Mus musculus","Integration-independent Transgenic Huntington Disease Fragment Mouse Models Reveal Distinct Phenotypes and Life Span in Vivo",10.1126/science.1102732,mmu04151,"PI3K-Akt signaling pathway",15519
Hspa1b,"Hsp70-1; Hspa1","heat shock protein 1B","Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation.","loss of proteostasis","Mus musculus","Hsp70 Basal Levels, a Tissue Marker of the Rate of Aging and Longevity in Mus musculus",10.1126/science.1102734,unknown,Unknown,15511
